VMV_CODE,VARIABLE_CODE,VARIABLE,VARIABLE_FR,VARIABLE_TYPE,VARIABLE_TYPE_FR,UNIT_UNITÉ,UNIT_NAME,UNITÉ_NOM,METHOD_CODE,METHOD_TITLE,MÉTHODE_TITRE
"58030","1412","HEXAMETHYLCYCLOTRISILOXANE (D3)","HEXAMÉTHYLCYCLOTRISILOXANE (D3)","ORGANOSILICONE","ORGANOSILICONE","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","304","ANALYSIS OF SILOXANES IN SOIL AND SEDIMENT USING GC/MS.","ANALYSE DES SILOXANES DANS LES SOLS ET LES SÉDIMENTS AVEC CG/SM."
"58031","1407","HEXAMETHYLDISILOXANE (L2-HMDSO)","HEXAMÉTHYLDISILOXANE (L2-HMDSO)","ORGANOSILICONE","ORGANOSILICONE","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","304","ANALYSIS OF SILOXANES IN SOIL AND SEDIMENT USING GC/MS.","ANALYSE DES SILOXANES DANS LES SOLS ET LES SÉDIMENTS AVEC CG/SM."
"58032","1416","METHYLTRIS(TRIMETHYLSILOXY)SILANE","MÉTHYLTRIS(TRIMÉTHYLSILOXY)SILANE","ORGANOSILICONE","ORGANOSILICONE","%","PERCENT","POURCENTAGE","304","ANALYSIS OF SILOXANES IN SOIL AND SEDIMENT USING GC/MS.","ANALYSE DES SILOXANES DANS LES SOLS ET LES SÉDIMENTS AVEC CG/SM."
"58033","1413","OCTAMETHYLCYCLOTETRASILOXANE (D4)","OCTAMÉTHYLCYCLOTÉTRASILOXANE (D4)","ORGANOSILICONE","ORGANOSILICONE","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","304","ANALYSIS OF SILOXANES IN SOIL AND SEDIMENT USING GC/MS.","ANALYSE DES SILOXANES DANS LES SOLS ET LES SÉDIMENTS AVEC CG/SM."
"58034","1408","OCTAMETHYLTRISILOXANE (L3-MDM)","OCTAMÉTHYLTRISILOXANE (L3-MDM)","ORGANOSILICONE","ORGANOSILICONE","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","304","ANALYSIS OF SILOXANES IN SOIL AND SEDIMENT USING GC/MS.","ANALYSE DES SILOXANES DANS LES SOLS ET LES SÉDIMENTS AVEC CG/SM."
"58035","1411","TETRAKIS(TRIMETHYLSILOXY)SILANE (M4Q)","TÉTRAKIS(TRIMÉTHYLSILOXY)SILANE (M4Q)","ORGANOSILICONE","ORGANOSILICONE","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","304","ANALYSIS OF SILOXANES IN SOIL AND SEDIMENT USING GC/MS.","ANALYSE DES SILOXANES DANS LES SOLS ET LES SÉDIMENTS AVEC CG/SM."
"58036","300","BUTYLBENZYL PHTHALATE (BBP)","PHTALATE DE BUTYLBENZYL (BBP)","ESTERS (SUBSTITUTED AROMATIC)","ESTERS (AROMATIQUES SUBSTITUÉS)","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","4230","PHTHALATES IN SOIL AND SEDIMENT ARE DETERMINED BY GC-MS/MS. LEEQ METHOD NO. Q0517S1.","ANALYSE DES PHTALATES DANS LES SOLS ET DÉDIMENTS - TECHNIQUE PAR GC-MS/MS. MÉTHODE LEEQ NO. Q0517S1."
"58037","1295","BISPHENOL A","BISPHÉNOL A","PHENOLS","PHÉNOLS","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","4231","STEROIDS, ALKYLPHENOLS, STEROLS AND BISPHENOLS ARE DETERMINED IN SOIL AND SEDIMENT BY GC-MS/MS",""
"58038","1436","BISPHENOL F","BISPHÉNOL F","PHENOLS","PHÉNOLS","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","4231","STEROIDS, ALKYLPHENOLS, STEROLS AND BISPHENOLS ARE DETERMINED IN SOIL AND SEDIMENT BY GC-MS/MS",""
"58039","1440","BISPHENOL S","BISPHÉNOL S","PHENOLS","PHÉNOLS","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","4231","STEROIDS, ALKYLPHENOLS, STEROLS AND BISPHENOLS ARE DETERMINED IN SOIL AND SEDIMENT BY GC-MS/MS",""
"58040","1171","TRICLOSAN","TRICLOSANE","FUNGICIDES","FONGICIDES","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","4231","STEROIDS, ALKYLPHENOLS, STEROLS AND BISPHENOLS ARE DETERMINED IN SOIL AND SEDIMENT BY GC-MS/MS",""
"58041","1283","METHYL TRICLOSAN","MÉTHYLE TRICLOSANE","PHENOLS","PHÉNOLS","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","4231","STEROIDS, ALKYLPHENOLS, STEROLS AND BISPHENOLS ARE DETERMINED IN SOIL AND SEDIMENT BY GC-MS/MS",""
"58042","1284","TRICLOCARBAN (3,4,4-TRICHLOCARBANILIDE)","TRICLOCARBAN (3,4,4-TRICHLOCARBANILIDE)","FUNGICIDES","FONGICIDES","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","4231","STEROIDS, ALKYLPHENOLS, STEROLS AND BISPHENOLS ARE DETERMINED IN SOIL AND SEDIMENT BY GC-MS/MS",""
"58241","1856","DIPHENYLAMINE (DPA)","DIPHÉNYLAMINE (DPA)","SUBSTITUTED AROMATIC","AROMATIQUES SUBSTITUÉS","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","4229","SUBSTITUTED DIPHENYLAMINES IN SOIL AND SEDIMENT ARE DETERMINED BY GC-MS/MS. LEEQ METHOD NO. Q0502S1.","ANALYSE DES DIPHÉNYLAMINES SUBSTITUÉES DANS LES SOLS ET SÉDIMENTS – TECHNIQUE PAR GC-MSMS. MÉTHODE LEEQ NO. Q0502S1."
"58242","4924","MONOOCTYL-DIPHENYLAMINE (BNST 1)","MONOOCTYL-DIPHÉNYLAMINE (BNST 1)","SUBSTITUTED DIPHENYLAMINE ANTIOXIDANTS (SDPA)","ANTIOXYDANTS N-PHÉNYLANILINES SUBSTITUÉES (NPAS)","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","4229","SUBSTITUTED DIPHENYLAMINES IN SOIL AND SEDIMENT ARE DETERMINED BY GC-MS/MS. LEEQ METHOD NO. Q0502S1.","ANALYSE DES DIPHÉNYLAMINES SUBSTITUÉES DANS LES SOLS ET SÉDIMENTS – TECHNIQUE PAR GC-MSMS. MÉTHODE LEEQ NO. Q0502S1."
"58243","4925","MONOSTYRENATED-DIPHENYLAMINE 1 (BNST 2A)","DIPHÉNYLAMINE MONOSTYRÉNÉE 1 (BNST 2A)","SUBSTITUTED DIPHENYLAMINE ANTIOXIDANTS (SDPA)","ANTIOXYDANTS N-PHÉNYLANILINES SUBSTITUÉES (NPAS)","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","4229","SUBSTITUTED DIPHENYLAMINES IN SOIL AND SEDIMENT ARE DETERMINED BY GC-MS/MS. LEEQ METHOD NO. Q0502S1.","ANALYSE DES DIPHÉNYLAMINES SUBSTITUÉES DANS LES SOLS ET SÉDIMENTS – TECHNIQUE PAR GC-MSMS. MÉTHODE LEEQ NO. Q0502S1."
"58244","4926","MONOSTYRENATED-DIPHENYLAMINE 2 (BNST 2B)","DIPHÉNYLAMINE MONOSTYRÉNÉE 2 (BNST 2B)","SUBSTITUTED DIPHENYLAMINE ANTIOXIDANTS (SDPA)","ANTIOXYDANTS N-PHÉNYLANILINES SUBSTITUÉES (NPAS)","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","4229","SUBSTITUTED DIPHENYLAMINES IN SOIL AND SEDIMENT ARE DETERMINED BY GC-MS/MS. LEEQ METHOD NO. Q0502S1.","ANALYSE DES DIPHÉNYLAMINES SUBSTITUÉES DANS LES SOLS ET SÉDIMENTS – TECHNIQUE PAR GC-MSMS. MÉTHODE LEEQ NO. Q0502S1."
"58245","4927","MONOOCTYL-MONOSTYRENATED-DIPHENYLAMINE 1 (BNST 3A)","MONOOCTYL-MONOSTYRÉNÉE-DIPHÉNYLAMINE 1 (BNST 3A)","SUBSTITUTED DIPHENYLAMINE ANTIOXIDANTS (SDPA)","ANTIOXYDANTS N-PHÉNYLANILINES SUBSTITUÉES (NPAS)","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","4229","SUBSTITUTED DIPHENYLAMINES IN SOIL AND SEDIMENT ARE DETERMINED BY GC-MS/MS. LEEQ METHOD NO. Q0502S1.","ANALYSE DES DIPHÉNYLAMINES SUBSTITUÉES DANS LES SOLS ET SÉDIMENTS – TECHNIQUE PAR GC-MSMS. MÉTHODE LEEQ NO. Q0502S1."
"58246","4928","MONOOCTYL-MONOSTYRENATED-DIPHENYLAMINE 2 (BNST 3B)","MONOOCTYL-MONOSTYRÉNÉE-DIPHÉNYLAMINE 2 (BNST 3B)","SUBSTITUTED DIPHENYLAMINE ANTIOXIDANTS (SDPA)","ANTIOXYDANTS N-PHÉNYLANILINES SUBSTITUÉES (NPAS)","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","4229","SUBSTITUTED DIPHENYLAMINES IN SOIL AND SEDIMENT ARE DETERMINED BY GC-MS/MS. LEEQ METHOD NO. Q0502S1.","ANALYSE DES DIPHÉNYLAMINES SUBSTITUÉES DANS LES SOLS ET SÉDIMENTS – TECHNIQUE PAR GC-MSMS. MÉTHODE LEEQ NO. Q0502S1."
"58247","4929","MONOOCTYL-MONOSTYRENATED-DIPHENYLAMINE 3 (BNST 3C)","MONOOCTYL-MONOSTYRÉNÉE-DIPHÉNYLAMINE 3 (BNST 3C)","SUBSTITUTED DIPHENYLAMINE ANTIOXIDANTS (SDPA)","ANTIOXYDANTS N-PHÉNYLANILINES SUBSTITUÉES (NPAS)","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","4229","SUBSTITUTED DIPHENYLAMINES IN SOIL AND SEDIMENT ARE DETERMINED BY GC-MS/MS. LEEQ METHOD NO. Q0502S1.","ANALYSE DES DIPHÉNYLAMINES SUBSTITUÉES DANS LES SOLS ET SÉDIMENTS – TECHNIQUE PAR GC-MSMS. MÉTHODE LEEQ NO. Q0502S1."
"58248","4930","DIOCTYL DPA / BNST + VANLUBE (C8C8/BNST 4)","DIOCTYL DPA / BNST + VANLUBE (C8C8/BNST4)","SUBSTITUTED DIPHENYLAMINE ANTIOXIDANTS (SDPA)","ANTIOXYDANTS N-PHÉNYLANILINES SUBSTITUÉES (NPAS)","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","4229","SUBSTITUTED DIPHENYLAMINES IN SOIL AND SEDIMENT ARE DETERMINED BY GC-MS/MS. LEEQ METHOD NO. Q0502S1.","ANALYSE DES DIPHÉNYLAMINES SUBSTITUÉES DANS LES SOLS ET SÉDIMENTS – TECHNIQUE PAR GC-MSMS. MÉTHODE LEEQ NO. Q0502S1."
"58249","4931","DIOCTYL-MONOSTYRENATED DPA / BNST (BNST 6)","DIOCTYL-MONOSTYRÉNÉE DPA / BNST (BNST 6)","SUBSTITUTED DIPHENYLAMINE ANTIOXIDANTS (SDPA)","ANTIOXYDANTS N-PHÉNYLANILINES SUBSTITUÉES (NPAS)","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","4229","SUBSTITUTED DIPHENYLAMINES IN SOIL AND SEDIMENT ARE DETERMINED BY GC-MS/MS. LEEQ METHOD NO. Q0502S1.","ANALYSE DES DIPHÉNYLAMINES SUBSTITUÉES DANS LES SOLS ET SÉDIMENTS – TECHNIQUE PAR GC-MSMS. MÉTHODE LEEQ NO. Q0502S1."
"58250","4932","ISOPROPYL DPA / PREPOD (PREPOD A)","ISOPROPYL DPA / PREPOD (PREPOD A)","SUBSTITUTED DIPHENYLAMINE ANTIOXIDANTS (SDPA)","ANTIOXYDANTS N-PHÉNYLANILINES SUBSTITUÉES (NPAS)","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","4229","SUBSTITUTED DIPHENYLAMINES IN SOIL AND SEDIMENT ARE DETERMINED BY GC-MS/MS. LEEQ METHOD NO. Q0502S1.","ANALYSE DES DIPHÉNYLAMINES SUBSTITUÉES DANS LES SOLS ET SÉDIMENTS – TECHNIQUE PAR GC-MSMS. MÉTHODE LEEQ NO. Q0502S1."
"58251","4933","9,9-DIMETHYLACRYDAN / PREPOD (PREPOD B)","9,9-DIMETHYLACRYDAN / PREPOD (PREPOD B)","SUBSTITUTED DIPHENYLAMINE ANTIOXIDANTS (SDPA)","ANTIOXYDANTS N-PHÉNYLANILINES SUBSTITUÉES (NPAS)","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","4229","SUBSTITUTED DIPHENYLAMINES IN SOIL AND SEDIMENT ARE DETERMINED BY GC-MS/MS. LEEQ METHOD NO. Q0502S1.","ANALYSE DES DIPHÉNYLAMINES SUBSTITUÉES DANS LES SOLS ET SÉDIMENTS – TECHNIQUE PAR GC-MSMS. MÉTHODE LEEQ NO. Q0502S1."
"58252","4934","ISOPROPYL DIMETHYLACRIDAN / PREPOD (PREPOD C1)","ISOPROPYL DIMÉTHYLACRIDAN / PREPOD (PREPOD C1)","SUBSTITUTED DIPHENYLAMINE ANTIOXIDANTS (SDPA)","ANTIOXYDANTS N-PHÉNYLANILINES SUBSTITUÉES (NPAS)","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","4229","SUBSTITUTED DIPHENYLAMINES IN SOIL AND SEDIMENT ARE DETERMINED BY GC-MS/MS. LEEQ METHOD NO. Q0502S1.","ANALYSE DES DIPHÉNYLAMINES SUBSTITUÉES DANS LES SOLS ET SÉDIMENTS – TECHNIQUE PAR GC-MSMS. MÉTHODE LEEQ NO. Q0502S1."
"58253","4935","DIISOPROPYLDIMETHYLE ACRIDAN / PREPOD (PREPOD C2)","DIISOPROPYLDIMÉTHYLE ACRIDAN / PREPOD (PREPOD C2)","SUBSTITUTED DIPHENYLAMINE ANTIOXIDANTS (SDPA)","ANTIOXYDANTS N-PHÉNYLANILINES SUBSTITUÉES (NPAS)","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","4229","SUBSTITUTED DIPHENYLAMINES IN SOIL AND SEDIMENT ARE DETERMINED BY GC-MS/MS. LEEQ METHOD NO. Q0502S1.","ANALYSE DES DIPHÉNYLAMINES SUBSTITUÉES DANS LES SOLS ET SÉDIMENTS – TECHNIQUE PAR GC-MSMS. MÉTHODE LEEQ NO. Q0502S1."
"58254","4936","DIPHENYLAMINE DIMER (PREPOD D)","DIPHÉNYLAMINE DIMER (PREPOD D)","SUBSTITUTED DIPHENYLAMINE ANTIOXIDANTS (SDPA)","ANTIOXYDANTS N-PHÉNYLANILINES SUBSTITUÉES (NPAS)","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","4229","SUBSTITUTED DIPHENYLAMINES IN SOIL AND SEDIMENT ARE DETERMINED BY GC-MS/MS. LEEQ METHOD NO. Q0502S1.","ANALYSE DES DIPHÉNYLAMINES SUBSTITUÉES DANS LES SOLS ET SÉDIMENTS – TECHNIQUE PAR GC-MSMS. MÉTHODE LEEQ NO. Q0502S1."
"58255","4937","DIPHENYL-P-PHENYLENEDIAMINE (BENPAT 1)","DIPHÉNYL-P-PHÉNYLÈNEDIAMINE (BENPAT 1)","SUBSTITUTED DIPHENYLAMINE ANTIOXIDANTS (SDPA)","ANTIOXYDANTS N-PHÉNYLANILINES SUBSTITUÉES (NPAS)","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","4229","SUBSTITUTED DIPHENYLAMINES IN SOIL AND SEDIMENT ARE DETERMINED BY GC-MS/MS. LEEQ METHOD NO. Q0502S1.","ANALYSE DES DIPHÉNYLAMINES SUBSTITUÉES DANS LES SOLS ET SÉDIMENTS – TECHNIQUE PAR GC-MSMS. MÉTHODE LEEQ NO. Q0502S1."
"58256","4938","PHENYL-TOLYL PPD / BENPAT (BENPAT 2)","PHÉNYL-TOLYL PPD / BENPAT (BENPAT 2)","SUBSTITUTED DIPHENYLAMINE ANTIOXIDANTS (SDPA)","ANTIOXYDANTS N-PHÉNYLANILINES SUBSTITUÉES (NPAS)","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","4229","SUBSTITUTED DIPHENYLAMINES IN SOIL AND SEDIMENT ARE DETERMINED BY GC-MS/MS. LEEQ METHOD NO. Q0502S1.","ANALYSE DES DIPHÉNYLAMINES SUBSTITUÉES DANS LES SOLS ET SÉDIMENTS – TECHNIQUE PAR GC-MSMS. MÉTHODE LEEQ NO. Q0502S1."
"58257","4939","DITOLYL-P-PHENYLENEDIAMINE (BENPAT 3)","DITOLYL-P-PHENYLENEDIAMINE (BENPAT 3)","SUBSTITUTED DIPHENYLAMINE ANTIOXIDANTS (SDPA)","ANTIOXYDANTS N-PHÉNYLANILINES SUBSTITUÉES (NPAS)","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","4229","SUBSTITUTED DIPHENYLAMINES IN SOIL AND SEDIMENT ARE DETERMINED BY GC-MS/MS. LEEQ METHOD NO. Q0502S1.","ANALYSE DES DIPHÉNYLAMINES SUBSTITUÉES DANS LES SOLS ET SÉDIMENTS – TECHNIQUE PAR GC-MSMS. MÉTHODE LEEQ NO. Q0502S1."
"58258","4940","MONONONYL DPA / IRGANOX (C9)","MONONONYL DPA / IRGANOX (C9)","SUBSTITUTED DIPHENYLAMINE ANTIOXIDANTS (SDPA)","ANTIOXYDANTS N-PHÉNYLANILINES SUBSTITUÉES (NPAS)","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","4229","SUBSTITUTED DIPHENYLAMINES IN SOIL AND SEDIMENT ARE DETERMINED BY GC-MS/MS. LEEQ METHOD NO. Q0502S1.","ANALYSE DES DIPHÉNYLAMINES SUBSTITUÉES DANS LES SOLS ET SÉDIMENTS – TECHNIQUE PAR GC-MSMS. MÉTHODE LEEQ NO. Q0502S1."
"58259","4941","DINONYL-DIPHENYLAMINE (C9C9)","DINONYL-DIPHENYLAMINE (C9C9)","SUBSTITUTED DIPHENYLAMINE ANTIOXIDANTS (SDPA)","ANTIOXYDANTS N-PHÉNYLANILINES SUBSTITUÉES (NPAS)","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","4229","SUBSTITUTED DIPHENYLAMINES IN SOIL AND SEDIMENT ARE DETERMINED BY GC-MS/MS. LEEQ METHOD NO. Q0502S1.","ANALYSE DES DIPHÉNYLAMINES SUBSTITUÉES DANS LES SOLS ET SÉDIMENTS – TECHNIQUE PAR GC-MSMS. MÉTHODE LEEQ NO. Q0502S1."
"58260","4942","MONOBUTYL DPA / VANLUBE (C4)","MONOBUTYL DPA / VANLUBE (C4)","SUBSTITUTED DIPHENYLAMINE ANTIOXIDANTS (SDPA)","ANTIOXYDANTS N-PHÉNYLANILINES SUBSTITUÉES (NPAS)","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","4229","SUBSTITUTED DIPHENYLAMINES IN SOIL AND SEDIMENT ARE DETERMINED BY GC-MS/MS. LEEQ METHOD NO. Q0502S1.","ANALYSE DES DIPHÉNYLAMINES SUBSTITUÉES DANS LES SOLS ET SÉDIMENTS – TECHNIQUE PAR GC-MSMS. MÉTHODE LEEQ NO. Q0502S1."
"58261","4943","DIBUTYL DPA / VANLUBE (C4C4)","DIBUTYL DPA / VANLUBE (C4C4)","SUBSTITUTED DIPHENYLAMINE ANTIOXIDANTS (SDPA)","ANTIOXYDANTS N-PHÉNYLANILINES SUBSTITUÉES (NPAS)","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","4229","SUBSTITUTED DIPHENYLAMINES IN SOIL AND SEDIMENT ARE DETERMINED BY GC-MS/MS. LEEQ METHOD NO. Q0502S1.","ANALYSE DES DIPHÉNYLAMINES SUBSTITUÉES DANS LES SOLS ET SÉDIMENTS – TECHNIQUE PAR GC-MSMS. MÉTHODE LEEQ NO. Q0502S1."
"58262","4944","MONOBUTYL-MONOOCTYL DPA / VANLUBE (C4C8)","MONOBUTYL-MONOOCTYL DPA / VANLUBE (C4C8)","SUBSTITUTED DIPHENYLAMINE ANTIOXIDANTS (SDPA)","ANTIOXYDANTS N-PHÉNYLANILINES SUBSTITUÉES (NPAS)","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","4229","SUBSTITUTED DIPHENYLAMINES IN SOIL AND SEDIMENT ARE DETERMINED BY GC-MS/MS. LEEQ METHOD NO. Q0502S1.","ANALYSE DES DIPHÉNYLAMINES SUBSTITUÉES DANS LES SOLS ET SÉDIMENTS – TECHNIQUE PAR GC-MSMS. MÉTHODE LEEQ NO. Q0502S1."
"58263","4945","DIMETHYL-DISTYRENATED DPA / NAUGALUBE (NAUGALUBE)","DIMETHYL-DISTYRENATED DPA / NAUGALUBE (NAUGALUBE)","SUBSTITUTED DIPHENYLAMINE ANTIOXIDANTS (SDPA)","ANTIOXYDANTS N-PHÉNYLANILINES SUBSTITUÉES (NPAS)","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","4229","SUBSTITUTED DIPHENYLAMINES IN SOIL AND SEDIMENT ARE DETERMINED BY GC-MS/MS. LEEQ METHOD NO. Q0502S1.","ANALYSE DES DIPHÉNYLAMINES SUBSTITUÉES DANS LES SOLS ET SÉDIMENTS – TECHNIQUE PAR GC-MSMS. MÉTHODE LEEQ NO. Q0502S1."
"58264","4946","DIPHENYLAMINE-D7","DIPHÉNYLAMINE-D7","SURROGATE","SURROGATE","%","PERCENT","POURCENTAGE","4229","SUBSTITUTED DIPHENYLAMINES IN SOIL AND SEDIMENT ARE DETERMINED BY GC-MS/MS. LEEQ METHOD NO. Q0502S1.","ANALYSE DES DIPHÉNYLAMINES SUBSTITUÉES DANS LES SOLS ET SÉDIMENTS – TECHNIQUE PAR GC-MSMS. MÉTHODE LEEQ NO. Q0502S1."
"58265","4947","MONOSTYRENATED-DIPHENYLAMINE 1-D7","MONOSTYRÉNÉE-DIPHÉNYLAMINE 1-D7","SURROGATE","SURROGATE","%","PERCENT","POURCENTAGE","4229","SUBSTITUTED DIPHENYLAMINES IN SOIL AND SEDIMENT ARE DETERMINED BY GC-MS/MS. LEEQ METHOD NO. Q0502S1.","ANALYSE DES DIPHÉNYLAMINES SUBSTITUÉES DANS LES SOLS ET SÉDIMENTS – TECHNIQUE PAR GC-MSMS. MÉTHODE LEEQ NO. Q0502S1."
"58266","4948","MONOSTYRENATED-DIPHENYLAMINE 2-D8","MONOSTYRÉNÉE-DIPHÉNYLAMINE 2-D8","SURROGATE","SURROGATE","%","PERCENT","POURCENTAGE","4229","SUBSTITUTED DIPHENYLAMINES IN SOIL AND SEDIMENT ARE DETERMINED BY GC-MS/MS. LEEQ METHOD NO. Q0502S1.","ANALYSE DES DIPHÉNYLAMINES SUBSTITUÉES DANS LES SOLS ET SÉDIMENTS – TECHNIQUE PAR GC-MSMS. MÉTHODE LEEQ NO. Q0502S1."
"58267","4949","MONOOCTYL-MONOSTYRENATED-DIPHENYLAMINE 1-D8","MONOOCTYL-MONOSTYRÉNÉE-DIPHÉNYLAMINE 1-D8","SURROGATE","SURROGATE","%","PERCENT","POURCENTAGE","4229","SUBSTITUTED DIPHENYLAMINES IN SOIL AND SEDIMENT ARE DETERMINED BY GC-MS/MS. LEEQ METHOD NO. Q0502S1.","ANALYSE DES DIPHÉNYLAMINES SUBSTITUÉES DANS LES SOLS ET SÉDIMENTS – TECHNIQUE PAR GC-MSMS. MÉTHODE LEEQ NO. Q0502S1."
"58268","4950","MONOOCTYL-MONOSTYRENATED-DIPHENYLAMINE 2-D8","MONOOCTYL-MONOSTYRÉNÉE-DIPHÉNYLAMINE 2-D8","SURROGATE","SURROGATE","%","PERCENT","POURCENTAGE","4229","SUBSTITUTED DIPHENYLAMINES IN SOIL AND SEDIMENT ARE DETERMINED BY GC-MS/MS. LEEQ METHOD NO. Q0502S1.","ANALYSE DES DIPHÉNYLAMINES SUBSTITUÉES DANS LES SOLS ET SÉDIMENTS – TECHNIQUE PAR GC-MSMS. MÉTHODE LEEQ NO. Q0502S1."
"58269","4951","DIOCTYL DPA-D8","DIOCTYL DPA-D8","SURROGATE","SURROGATE","%","PERCENT","POURCENTAGE","4229","SUBSTITUTED DIPHENYLAMINES IN SOIL AND SEDIMENT ARE DETERMINED BY GC-MS/MS. LEEQ METHOD NO. Q0502S1.","ANALYSE DES DIPHÉNYLAMINES SUBSTITUÉES DANS LES SOLS ET SÉDIMENTS – TECHNIQUE PAR GC-MSMS. MÉTHODE LEEQ NO. Q0502S1."
"58270","4952","MONOOCTYL-MONOSTYRENATED-DIPHENYLAMINE 3-D8","MONOOCTYL-MONOSTYRÉNÉE-DIPHÉNYLAMINE 3-D8","SURROGATE","SURROGATE","%","PERCENT","POURCENTAGE","4229","SUBSTITUTED DIPHENYLAMINES IN SOIL AND SEDIMENT ARE DETERMINED BY GC-MS/MS. LEEQ METHOD NO. Q0502S1.","ANALYSE DES DIPHÉNYLAMINES SUBSTITUÉES DANS LES SOLS ET SÉDIMENTS – TECHNIQUE PAR GC-MSMS. MÉTHODE LEEQ NO. Q0502S1."
"58271","4953","DIOCTYL-MONOSTYRENATED DPA-D9","DIOCTYL-MONOSTYRÉNÉE DPA-D9","SURROGATE","SURROGATE","%","PERCENT","POURCENTAGE","4229","SUBSTITUTED DIPHENYLAMINES IN SOIL AND SEDIMENT ARE DETERMINED BY GC-MS/MS. LEEQ METHOD NO. Q0502S1.","ANALYSE DES DIPHÉNYLAMINES SUBSTITUÉES DANS LES SOLS ET SÉDIMENTS – TECHNIQUE PAR GC-MSMS. MÉTHODE LEEQ NO. Q0502S1."
"59972","5050","(137CS) DATE","DATE 137CS","TIME","TEMPOREL","YYYY","GREGORIAN YEAR","ANNÉE GRÉGORIENNE","4271","SEDIMENT CORES DATATION USING SEDIMENTATION RATES CALCULATED BY THE 137CS AND 210PB (CRS) METHODS",""
"59973","5051","(210PBEX) DATE","DATE 210PB","TIME","TEMPOREL","YYYY","GREGORIAN YEAR","ANNÉE GRÉGORIENNE","4271","SEDIMENT CORES DATATION USING SEDIMENTATION RATES CALCULATED BY THE 137CS AND 210PB (CRS) METHODS",""
